BLE_fischart;species_code;german_name;species_name;species_namesc;target_assemblage_code;grouped_species;target_assemblage
PIQ;PIQ;NA;Delta prawn;Palaemon longirostris;CRU;not defined;Crustaceans
KUP;KUP;NA;Kuruma prawn;Penaeus japonicus;CRU;not defined;Crustaceans
PNI;PNI;NA;Indian white prawn;Penaeus indicus;CRU;not defined;Crustaceans
TIP;TIP;NA;Green tiger prawn;Penaeus semisulcatus;CRU;not defined;Crustaceans
WKP;WKP;NA;Western king prawn;Penaeus latisulcatus;CRU;not defined;Crustaceans
PPF;PPF;NA;River prawns nei;Macrobrachium spp;CRU;not defined;Crustaceans
NLC;NLC;NA;Whitebelly prawn;Nematopalaemon schmitti;CRU;not defined;Crustaceans
ELY;ELY;NA;Red-spot king prawn;Penaeus longistylus;CRU;not defined;Crustaceans
SRX;SRX;Rochen N. N. B.;Rays, stingrays, mantas nei;Rajiformes;DEF;non-target demersal fish;Demersal fish
MPO;MPO;NA;Bull ray;Pteromylaeus bovinus;DEF;non-target demersal fish;Demersal fish
MUI;MUI;NA;Morays nei;Muraenidae;DEF;not defined;Demersal fish
MYL;MYL;NA;Common eagle ray;Myliobatis aquila;DEF;non-target demersal fish;Demersal fish
RPE;RPE;NA;Australian grayling;Prototroctes maraena;DEF;not defined;Demersal fish
TOD;TOD;NA;Electric rays nei;Torpedinidae;DEF;non-target demersal fish;Demersal fish
TTR;TTR;NA;Marbled electric ray;Torpedo marmorata;DEF;non-target demersal fish;Demersal fish
SKX;SKX;NA;Sharks, rays, skates, etc. nei;Elasmobranchii;DEF;non-target demersal fish;Demersal fish
RDC;RDC;NA;Roughtail stingray;Dasyatis centroura;DEF;non-target demersal fish;Demersal fish
TOE;TOE;NA;Torpedo rays;Torpedo spp;DEF;non-target demersal fish;Demersal fish
BHY;BHY;NA;Bathyraja rays nei;Bathyraja spp;DEF;non-target demersal fish;Demersal fish
JDP;JDP;NA;Common stingray;Dasyatis pastinaca;DEF;non-target demersal fish;Demersal fish
MAN;MAN;NA;Mantas, devil rays nei;Mobulidae;DEF;non-target demersal fish;Demersal fish
RBY;RBY;NA;Butterfly rays nei;Gymnura spp;DEF;non-target demersal fish;Demersal fish
JAR;JAR;NA;Rough ray;Raja radula;DEF;non-target demersal fish;Demersal fish
RJI;RJI;NA;Sandy ray;Raja circularis;DEF;non-target demersal fish;Demersal fish
RJF;RJF;NA;Shagreen ray;Raja fullonica;DEF;non-target demersal fish;Demersal fish
RDZ;RDZ;NA;Pale-edged stingray;Dasyatis zugei;DEF;non-target demersal fish;Demersal fish
JRS;JRS;NA;Mediterranean starry ray;Raja asterias;DEF;non-target demersal fish;Demersal fish
EAG;EAG;NA;Eagle rays nei;Myliobatidae;DEF;non-target demersal fish;Demersal fish
MPA;MPA;NA;Rough eagle ray;Pteromylaeus asperrimus;DEF;non-target demersal fish;Demersal fish
PLS;PLS;NA;Pelagic stingray;Dasyatis violacea;DEF;non-target demersal fish;Demersal fish
STI;STI;NA;Stingrays nei;Dasyatis spp;DEF;non-target demersal fish;Demersal fish
RJE;RJE;NA;Small-eyed ray;Raja microocellata;DEF;non-target demersal fish;Demersal fish
AKL;AKL;NA;Scale-rayed wrasse;Acantholabrus palloni;DEF;not defined;Demersal fish
RTB;RTB;NA;Round stingray;Taeniura grabata;DEF;non-target demersal fish;Demersal fish
MYM;MYM;NA;Bullnose eagle ray;Myliobatis freminvillei;DEF;non-target demersal fish;Demersal fish
RJU;RJU;NA;Undulate ray;Raja undulata;DEF;non-target demersal fish;Demersal fish
RJY;RJY;NA;Round ray;Raja fyllae;DEF;non-target demersal fish;Demersal fish
MRM;MRM;NA;Lusitanian cownose ray;Rhinoptera marginata;DEF;non-target demersal fish;Demersal fish
JAY;JAY;NA;Speckled ray;Raja polystigma;DEF;non-target demersal fish;Demersal fish
JAM;JAM;NA;Maltese ray;Raja melitensis;DEF;non-target demersal fish;Demersal fish
AAS;AAS;NA;Noble crayfish;Astacus astacus;DEF;not defined;Demersal fish
TTO;TTO;NA;Electric ray;Torpedo nobiliana;DEF;non-target demersal fish;Demersal fish
JDO;JDO;NA;Tortonese's stingray;Dasyatis tortonesei;DEF;non-target demersal fish;Demersal fish
RUJ;RUJ;NA;Yellow stingray;Urolophus jamaicensis;DEF;non-target demersal fish;Demersal fish
JRG;JRG;NA;Finspot ray;Raja cervigoni;DEF;non-target demersal fish;Demersal fish
MNT;MNT;NA;Manta rays;Manta spp;DEF;non-target demersal fish;Demersal fish
RDB;RDB;NA;Bennett's stingray;Dasyatis bennetti;DEF;non-target demersal fish;Demersal fish
TYE;TYE;NA;Mongolian grayling;Thymallus brevirostris;DEF;not defined;Demersal fish
RJK;RJK;NA;Sailray;Raja lintea;DEF;non-target demersal fish;Demersal fish
DHG;DHG;NA;Sharpnose stingray;Himantura gerrardi;DEF;non-target demersal fish;Demersal fish
BMU;BMU;NA;Murray's skate;Bathyraja murrayi;DEF;non-target demersal fish;Demersal fish
WST;WST;NA;Whip stingray;Dasyatis akajei;DEF;non-target demersal fish;Demersal fish
RAV;RAV;NA;Western shovelnose ray;Aptychotrema vincentiana;DEF;non-target demersal fish;Demersal fish
SBY;SBY;NA;Silvergray rockfish;Sebastes brevispinis;DEF;not defined;Demersal fish
SCS;SCS;NA;Scorpionfishes, rockfishes nei;Scorpaena spp;DEF;not defined;Demersal fish
POI;POI;NA;Offshore rockfish;Pontinus kuhlii;DEF;not defined;Demersal fish
EZS;EZS;NA;Slender rockfish;Scorpaena elongata;DEF;not defined;Demersal fish
SBC;SBC;NA;Bocaccio rockfish;Sebastes paucispinis;DEF;not defined;Demersal fish
SEQ;SEQ;NA;Rosy rockfish;Sebastes rosaceus;DEF;not defined;Demersal fish
SPG;SPG;NA;Canary rockfish;Sebastes pinniger;DEF;not defined;Demersal fish
MZS;MZS;NA;Madeira rockfish;Scorpaena maderensis;DEF;not defined;Demersal fish
WRO;WRO;NA;Widow rockfish;Sebastes entomelas;DEF;not defined;Demersal fish
RPJ;RPJ;NA;Redstripe rockfish;Sebastes proriger;DEF;not defined;Demersal fish
SFD;SFD;NA;Splitnose rockfish;Sebastes diploproa;DEF;not defined;Demersal fish
SWD;SWD;NA;Yellowmouth rockfish;Sebastes reedi;DEF;not defined;Demersal fish
YRO;YRO;NA;Yellowtail rockfish;Sebastes flavidus;DEF;not defined;Demersal fish
SVV;SVV;NA;Spotted-fin rockfish;Scorpaena stephanica;DEF;not defined;Demersal fish
SLQ;SLQ;NA;Senegalese rockfish;Scorpaena laevis;DEF;not defined;Demersal fish
ARV;ARV;NA;Striped red shrimp;Aristeus varidens;CRU;not defined;Crustaceans
GUS;GUS;NA;Guinea shrimp;Parapenaeopsis atlantica;CRU;not defined;Crustaceans
PAL;PAL;NA;Palaemonid shrimps nei;Palaemonidae;CRU;not defined;Crustaceans
SOP;SOP;NA;Southern pink shrimp;Penaeus notialis;CRU;not defined;Crustaceans
HKF;HKF;NA;Armed nylon shrimp;Heterocarpus ensifer;CRU;not defined;Crustaceans
LTZ;LTZ;NA;Flatnose shrimp;Latreutes planirostris;CRU;not defined;Crustaceans
MTJ;MTJ;NA;Jinga shrimp;Metapenaeus affinis;CRU;not defined;Crustaceans
NIB;NIB;NA;Bally shrimp;Parapenaeopsis balli;CRU;not defined;Crustaceans
SKE;SKE;NA;Comb shrimp;Solenocera pectinata;CRU;not defined;Crustaceans
HDS;HDS;NA;Trident shrimp;Hadropenaeus lucasii;CRU;not defined;Crustaceans
SOJ;SOJ;NA;Coastal mud shrimp;Solenocera crassicornis;CRU;not defined;Crustaceans
PEN;PEN;NA;Penaeus shrimps nei;Penaeus spp;CRU;not defined;Crustaceans
ARA;ARA;NA;Blue and red shrimp;Aristeus antennatus;CRU;not defined;Crustaceans
ARI;ARI;NA;Aristeid shrimps nei;Aristeidae;CRU;not defined;Crustaceans
ARS;ARS;NA;Giant red shrimp;Aristaeomorpha foliacea;CRU;not defined;Crustaceans
DPS;DPS;NA;Deep-water rose shrimp;Parapenaeus longirostris;CRU;not defined;Crustaceans
GQS;GQS;NA;Sand shrimp;Crangon septemspinosa;CRU;not defined;Crustaceans
MJS;MJS;NA;Emerald shrimp;Metapenaeus insolitus;CRU;not defined;Crustaceans
QPX;QPX;NA;Palaemon shrimps nei;Palaemon spp;CRU;not defined;Crustaceans
SSH;SSH;NA;Scarlet shrimp;Plesiopenaeus edwardsianus;CRU;not defined;Crustaceans
AHW;AHW;NA;Indian red shrimp;Aristaeomorpha woodmasoni;CRU;not defined;Crustaceans
AJN;AJN;NA;Smooth red shrimp;Aristeus semidentatus;CRU;not defined;Crustaceans
APS;APS;NA;Northern pink shrimp;Penaeus duorarum;CRU;not defined;Crustaceans
CNZ;CNZ;Crangon N. N. B.;Crangon shrimps nei;Crangon spp;CRU;not defined;Crustaceans
CSP;CSP;NA;Crystal shrimp;Penaeus brevirostris;CRU;not defined;Crustaceans
FAJ;FAJ;NA;Japanese glass shrimp;Pasiphaea japonica;CRU;not defined;Crustaceans
FAV;FAV;NA;White glass shrimp;Pasiphaea sivado;CRU;not defined;Crustaceans
LKG;LKG;NA;Lesser glass shrimp;Leptochela gracilis;CRU;not defined;Crustaceans
LKW;LKW;NA;Striped soldier shrimp;Plesionika edwardsii;CRU;not defined;Crustaceans
MPZ;MPZ;NA;Salmon shrimp;Mesopaeneus tropicalis;CRU;not defined;Crustaceans
MRX;MRX;NA;Nutshell shrimp;Metacrangon procax;CRU;not defined;Crustaceans
NIS;NIS;NA;Megalops shrimp;Penaeopsis serrata;CRU;not defined;Crustaceans
PDZ;PDZ;NA;Pandalid shrimps nei;Pandalidae;CRU;not defined;Crustaceans
PST;PST;NA;Northern white shrimp;Penaeus setiferus;CRU;not defined;Crustaceans
LKO;LKO;NA;Arrow shrimp;Plesionika heterocarpus;CRU;not defined;Crustaceans
UUL;UUL;NA;Yamato shrimp;Eualus leptognathus;CRU;not defined;Crustaceans
SKO;SKO;NA;Chinese mud shrimp;Solenocera koelbeli;CRU;not defined;Crustaceans
MET;MET;NA;Metapenaeus shrimps nei;Metapenaeus spp;CRU;not defined;Crustaceans
SOZ;SOZ;NA;Solenocerid shrimps nei;Solenoceridae;CRU;not defined;Crustaceans
AVD;AVD;NA;Stout red shrimp;Aristeus virilis;CRU;not defined;Crustaceans
AXR;AXR;NA;Aristeus shrimps nei;Aristeus spp;CRU;not defined;Crustaceans
CRN;CRN;NA;Crangonid shrimps nei;Crangonidae;CRU;not defined;Crustaceans
EKB;EKB;NA;Scarlet longbeak shrimp;Plesionika beebei;CRU;not defined;Crustaceans
FAM;FAM;NA;Pink glass shrimp;Pasiphaea multidentata;CRU;not defined;Crustaceans
LKL;LKL;NA;Gondwana striped shrimp;Plesionika alcocki;CRU;not defined;Crustaceans
LKT;LKT;NA;Golden shrimp;Plesionika martia;CRU;not defined;Crustaceans
SKK;SKK;NA;Ridgeback shrimp;Solenocera choprai;CRU;not defined;Crustaceans
MVE;MVE;NA;Crimson coral shrimp;Microprosthema semilaeve;CRU;not defined;Crustaceans
PEZ;PEZ;NA;Penaeid shrimps nei;Penaeidae;CRU;not defined;Crustaceans
AES;AES;Rote Garnele;Aesop shrimp;Pandalus montagui;CRU;other shrimps;Crustaceans
BIQ;BIQ;NA;Tanner's deep-water shrimp;Benthesicymus tanneri;CRU;not defined;Crustaceans
CGF;CGF;NA;Japanese sand shrimp;Crangon affinis;CRU;not defined;Crustaceans
DLS;DLS;NA;Deep-water bigeye shrimp;Pandalus amplus;CRU;not defined;Crustaceans
FEH;FEH;NA;Armed snapping shrimp;Alpheus hoplocheles;CRU;not defined;Crustaceans
GNZ;GNZ;NA;Areolated horned shrimp;Paracrangon areolata;CRU;not defined;Crustaceans
GQI;GQI;NA;Bay shrimp;Crangon nigromaculata;CRU;not defined;Crustaceans
HUD;HUD;NA;Doris veiled shrimp;Hymenopenaeus doris;CRU;not defined;Crustaceans
LHY;LHY;NA;Hilton shrimp;Palaemon hiltoni;CRU;not defined;Crustaceans
LKH;LKH;NA;Wellington shrimp;Lipkius holthuisi;CRU;not defined;Crustaceans
LKI;LKI;NA;Lagoon shrimp;Palaemonetes schmitti;CRU;not defined;Crustaceans
LMW;LMW;NA;Barred grass shrimp;Palaemon ritteri;CRU;not defined;Crustaceans
PVJ;PVJ;NA;Narwal shrimp;Parapandalus narval;CRU;not defined;Crustaceans
SAZ;SAZ;NA;Deep-water mud shrimp;Solenocera alfonso;CRU;not defined;Crustaceans
TKN;TKN;NA;Roughneck shrimp;Trachypenaeus constrictus;CRU;not defined;Crustaceans
XFS;XFS;NA;Xiphopenaeus shrimps nei;Xiphopenaeus spp;CRU;not defined;Crustaceans
HZM;HZM;NA;Hymenopenaeus shrimps nei;Hymenopenaeus spp;CRU;not defined;Crustaceans
AKS;AKS;NA;Akiami paste shrimp;Acetes japonicus;CRU;not defined;Crustaceans
CVL;CVL;NA;Sculptured shrimps nei;Sclerocrangon spp;CRU;not defined;Crustaceans
NDP;NDP;NA;Pandalopsis shrimps nei;Pandalopsis spp;CRU;not defined;Crustaceans
PSH;PSH;NA;Pacific shrimps nei;Pandalus spp, Pandalopsis spp;CRU;not defined;Crustaceans
SKM;SKM;NA;Atlantic mud shrimp;Solenocera membranacea;CRU;not defined;Crustaceans
SKW;SKW;NA;Malayan mud shrimp;Solenocera halli;CRU;not defined;Crustaceans
LKS;LKS;NA;Striped gladiator shrimp;Plesionika ensis;CRU;not defined;Crustaceans
NAP;NAP;NA;Rainbow shrimp;Parapenaeopsis sculptilis;CRU;not defined;Crustaceans
HKJ;HKJ;NA;Humpback nylon shrimp;Heterocarpus gibbosus;CRU;not defined;Crustaceans
MTG;MTG;NA;Fine shrimp;Metapenaeus elegans;CRU;not defined;Crustaceans
PPS;PPS;NA;Sao Paulo shrimp;Penaeus paulensis;CRU;not defined;Crustaceans
HKT;HKT;NA;Smooth nylon shrimp;Heterocarpus laevigatus;CRU;not defined;Crustaceans
YIW;YIW;NA;Target shrimp;Sicyonia disedwardsi;CRU;not defined;Crustaceans
NIN;NIN;NA;Dwarf shrimp;Parapenaeopsis nana;CRU;not defined;Crustaceans
HKI;HKI;NA;Madagascar nylon shrimp;Heterocarpus dorsalis;CRU;not defined;Crustaceans
NMN;NMN;NA;Southern velvet shrimp;Metapenaeopsis palmensis;CRU;not defined;Crustaceans
GFT;GFT;NA;Armoured shrimp;Glyphocrangon alata;CRU;not defined;Crustaceans
ABS;ABS;NA;Northern brown shrimp;Penaeus aztecus;CRU;not defined;Crustaceans
NRY;NRY;NA;Parapenaeus shrimps nei;Parapenaeus spp;CRU;not defined;Crustaceans
XKX;XKX;NA;Plesionika shrimps nei;Plesionika spp;CRU;not defined;Crustaceans
GFS;GFS;NA;Spiny armoured shrimp;Glyphocrangon spinulosa;CRU;not defined;Crustaceans
GFU;GFU;NA;Kangaroo shrimp;Glyphus marsupialis;CRU;not defined;Crustaceans
YET;YET;NA;Periscope shrimp;Atypopenaeus stenodactylus;CRU;not defined;Crustaceans
YIL;YIL;NA;Knight rock shrimp;Sicyonia lancifera;CRU;not defined;Crustaceans
NPP;NPP;NA;Parapenaeopsis shrimps nei;Parapenaeopsis spp;CRU;not defined;Crustaceans
KNS;KNS;NA;Knife shrimp;Haliporoides triarthrus;CRU;not defined;Crustaceans
MPN;MPN;NA;Speckled shrimp;Metapenaeus monoceros;CRU;not defined;Crustaceans
EGL;EGL;NA;Bering shrimp;Sclerocrangon salebrosa;CRU;not defined;Crustaceans
EKA;EKA;NA;Australian paste shrimp;Acetes australis;CRU;not defined;Crustaceans
SKF;SKF;NA;African mud shrimp;Solenocera africana;CRU;not defined;Crustaceans
MLX;MLX;NA;Broad velvet shrimp;Metapenaeopsis lata;CRU;not defined;Crustaceans
SMZ;SMZ;NA;Blossom shrimp;Solenocera mutator;CRU;not defined;Crustaceans
KNI;KNI;NA;Knife shrimps nei;Haliporoides spp;CRU;not defined;Crustaceans
TVU;TVU;NA;Smooth shrimp;Trachypenaeus brevisuturae;CRU;not defined;Crustaceans
YIO;YIO;NA;Keeled rock shrimp;Sicyonia disdorsalis;CRU;not defined;Crustaceans
HKV;HKV;NA;Dorodotes shrimp;Heterocarpoides levicarina;CRU;not defined;Crustaceans
MSQ;MSQ;NA;Wood shrimp;Metapenaeus conjunctus;CRU;not defined;Crustaceans
SHS;SHS;NA;Sergestid shrimps nei;Sergestidae;CRU;not defined;Crustaceans
SJK;SJK;NA;Guiana mud shrimp;Solenocera geijskesi;CRU;not defined;Crustaceans
SOK;SOK;NA;Kolibri shrimp;Solenocera agassizii;CRU;not defined;Crustaceans
YPS;YPS;NA;Yellowleg shrimp;Penaeus californiensis;CRU;not defined;Crustaceans
MJG;MJG;NA;Caribbean velvet shrimp;Metapenaeopsis goodei;CRU;not defined;Crustaceans
LKN;LKN;NA;Catalonian striped shrimp;Plesionika antigai;CRU;not defined;Crustaceans
AJA;AJA;NA;Arabian red shrimp;Aristeus alcocki;CRU;not defined;Crustaceans
ESV;ESV;NA;Jembret shrimp;Acetes vulgaris;CRU;not defined;Crustaceans
GQC;GQC;NA;Gray shrimp;Crangon communis;CRU;not defined;Crustaceans
NCZ;NCZ;NA;Spider shrimp;Nematocarcinus agassizii;CRU;not defined;Crustaceans
RKJ;RKJ;NA;Peruvian one-handed shrimp;Processa peruviana;CRU;not defined;Crustaceans
ELQ;ELQ;NA;El Dorado shrimp;Chaceon eldorado;CRU;not defined;Crustaceans
AMS;AMS;NA;Brine shrimp;Artemia salina;CRU;not defined;Crustaceans
CHS;CHS;NA;Chilean nylon shrimp;Heterocarpus reedi;CRU;not defined;Crustaceans
LKC;LKC;NA;Lesser striped shrimp;Plesionika acanthonotus;CRU;not defined;Crustaceans
NIT;NIT;NA;Smoothshell shrimp;Parapenaeopsis tenella;CRU;not defined;Crustaceans
OFI;OFI;NA;Spiny shrimp;Pontophilus spinosus;CRU;not defined;Crustaceans
UUI;UUI;NA;Iso shrimp;Eualus sinensis;CRU;not defined;Crustaceans
HLQ;HLQ;NA;Green shrimp;Chlorotocus crassicornis;CRU;not defined;Crustaceans
RRS;RRS;NA;Royal red shrimp;Pleoticus robustus;CRU;not defined;Crustaceans
ESH;ESH;NA;Northern mauxia shrimp;Acetes chinensis;CRU;not defined;Crustaceans
YEU;YEU;NA;Trachypenaeus shrimps nei;Trachypenaeus spp;CRU;not defined;Crustaceans
YID;YID;NA;Lesser rock shrimp;Sicyonia dorsalis;CRU;not defined;Crustaceans
YIN;YIN;NA;Hardhusk rock shrimp;Sicyonia aliaffinis;CRU;not defined;Crustaceans
NRA;NRA;NA;Australian rose shrimp;Parapenaeus australiensis;CRU;not defined;Crustaceans
YMV;YMV;NA;Indian lined shrimp;Lysmata vittata;CRU;not defined;Crustaceans
MEX;MEX;NA;Tolo velvet shrimp;Metapenaeopsis toloensis;CRU;not defined;Crustaceans
GFC;GFC;NA;Vicary armoured shrimp;Glyphocrangon vicaria;CRU;not defined;Crustaceans
GQA;GQA;NA;Alaska shrimp;Crangon alaskensis;CRU;not defined;Crustaceans
HQF;HQF;NA;Three-spined nylon shrimp;Heterocarpus affinis;CRU;not defined;Crustaceans
TPQ;TPQ;NA;Coarse shrimp;Trachypenaeus granulosus;CRU;not defined;Crustaceans
YIX;YIX;NA;Mixed rock shrimp;Sicyonia mixta;CRU;not defined;Crustaceans
IRS;IRS;NA;Parrot shrimp;Spirontocaris spinus;CRU;not defined;Crustaceans
DUD;DUD;NA;Dock shrimp;Pandalus danae;CRU;not defined;Crustaceans
SJX;SJX;NA;Four-spines nutshell shrimp;Sclerocrangon atrox;CRU;not defined;Crustaceans
YSK;YSK;NA;Lined shrimp;Lysmata californica;CRU;not defined;Crustaceans
PNU;PNU;NA;Southern brown shrimp;Penaeus subtilis;CRU;not defined;Crustaceans
ETC;ETC;NA;Deepwater longtail red snapper;Etelis coruscans;DEF;not defined;Demersal fish
SNR;SNR;NA;Northern red snapper;Lutjanus campechanus;DEF;not defined;Demersal fish
LRG;LRG;NA;Vanuatu snapper;Paracaesio gonzalesi;DEF;not defined;Demersal fish
LRK;LRK;NA;Saddle-back snapper;Paracaesio kusakarii;DEF;not defined;Demersal fish
AFK;AFK;NA;African forktail snapper;Apsilus fuscus;DEF;not defined;Demersal fish
LJA;LJA;NA;African red snapper;Lutjanus agennes;DEF;not defined;Demersal fish
LJC;LJC;NA;Colorado snapper;Lutjanus colorado;DEF;not defined;Demersal fish
LJN;LJN;NA;Mutton snapper;Lutjanus analis;DEF;not defined;Demersal fish
LZJ;LZJ;NA;Humphead snapper;Lutjanus sanguineus;DEF;not defined;Demersal fish
ASX;ASX;NA;Black snapper;Apsilus dentatus;DEF;not defined;Demersal fish
LIR;LIR;NA;Tang's snapper;Lipocheilus carnolabrum;DEF;not defined;Demersal fish
LJK;LJK;NA;One-spot snapper;Lutjanus monostigma;DEF;not defined;Demersal fish
LJW;LJW;NA;Pacific dog snapper;Lutjanus novemfasciatus;DEF;not defined;Demersal fish
SNC;SNC;NA;Southern red snapper;Lutjanus purpureus;DEF;not defined;Demersal fish
RES;RES;NA;Mangrove red snapper;Lutjanus argentimaculatus;DEF;not defined;Demersal fish
EEO;EEO;NA;Queen snapper;Etelis oculatus;DEF;not defined;Demersal fish
EEW;EEW;NA;Pale snapper;Etelis radiosus;DEF;not defined;Demersal fish
LUB;LUB;NA;Emperor red snapper;Lutjanus sebae;DEF;not defined;Demersal fish
MAL;MAL;NA;Malabar blood snapper;Lutjanus malabaricus;DEF;not defined;Demersal fish
LJE;LJE;NA;African brown snapper;Lutjanus dentatus;DEF;not defined;Demersal fish
LJR;LJR;NA;Mullet snapper;Lutjanus aratus;DEF;not defined;Demersal fish
LJU;LJU;NA;Blackfin snapper;Lutjanus buccanella;DEF;not defined;Demersal fish
LJD;LJD;NA;Checkered snapper;Lutjanus decussatus;DEF;not defined;Demersal fish
LJH;LJH;NA;John's snapper;Lutjanus johnii;DEF;not defined;Demersal fish
LJS;LJS;NA;Spotted rose snapper;Lutjanus guttatus;DEF;not defined;Demersal fish
MLN;MLN;NA;Black and white snapper;Macolor niger;DEF;not defined;Demersal fish
ETA;ETA;NA;Deep-water red snapper;Etelis carbunculus;DEF;not defined;Demersal fish
LRC;LRC;NA;Japanese snapper;Paracaesio caerulea;DEF;not defined;Demersal fish
RPU;RPU;NA;Vermilion snapper;Rhomboplites aurorubens;DEF;not defined;Demersal fish
LJG;LJG;NA;Humpback red snapper;Lutjanus gibbus;DEF;not defined;Demersal fish
LDW;LDW;NA;Yellow-banded snapper;Lutjanus adetii;DEF;not defined;Demersal fish
LJI;LJI;NA;Grey snapper;Lutjanus griseus;DEF;not defined;Demersal fish
LJT;LJT;NA;Crimson snapper;Lutjanus erythropterus;DEF;not defined;Demersal fish
SJS;SJS;NA;Sailfin snapper;Symphorichthys spilurus;DEF;not defined;Demersal fish
LWN;LWN;NA;Blueline snapper;Lutjanus coeruleolineatus;DEF;not defined;Demersal fish
LWE;LWE;NA;Blackspot snapper;Lutjanus ehrenbergii;DEF;not defined;Demersal fish
LWR;LWR;NA;Cocoa snapper;Paracaesio stonei;DEF;not defined;Demersal fish
LJO;LJO;NA;Gorean snapper;Lutjanus goreensis;DEF;not defined;Demersal fish
LVK;LVK;NA;Common bluestripe snapper;Lutjanus kasmira;DEF;not defined;Demersal fish
SNY;SNY;NA;Yellowtail snapper;Ocyurus chrysurus;DEF;not defined;Demersal fish
LJV;LJV;NA;Blacktail snapper;Lutjanus fulvus;DEF;not defined;Demersal fish
LRX;LRX;NA;Yellowtail blue snapper;Paracaesio xanthura;DEF;not defined;Demersal fish
LWZ;LWZ;NA;Oblique-banded snapper;Pristipomoides zonatus;DEF;not defined;Demersal fish
SOS;SOS;NA;Sand sole;Solea lascaris;DEF;not defined;Demersal fish
CET;CET;NA;Wedge sole;Dicologlossa cuneata;DEF;not defined;Demersal fish
SOA;SOA;NA;Southeast Atlantic soles nei;Austroglossus spp;DEF;not defined;Demersal fish
THS;THS;NA;Thickback soles nei;Microchirus spp;DEF;not defined;Demersal fish
YNU;YNU;NA;Portuguese sole;Synaptura lusitanica;DEF;not defined;Demersal fish
YOX;YOX;NA;Tonguesole nei;Cynoglossus spp;DEF;not defined;Demersal fish
MKG;MKG;NA;Thickback sole;Microchirus variegatus;DEF;not defined;Demersal fish
SOE;SOE;NA;Mud sole;Austroglossus pectoralis;DEF;not defined;Demersal fish
EOT;EOT;NA;Speckled sole;Peltorhamphus latus;DEF;not defined;Demersal fish
RFE;RFE;NA;English sole;Pleuronectes vetulus;DEF;not defined;Demersal fish
KSY;KSY;NA;Klein's sole;Synapturichthys kleinii;DEF;not defined;Demersal fish
SOW;SOW;NA;West coast sole;Austroglossus microlepis;DEF;not defined;Demersal fish
